Reference, Cell Type, Cell Name, Count
"Terrain_rock_BM_34","Interior","Solstheim, Jolgeirr Barrow",1
"Terrain_rock_BM_34","Interior","Solstheim, Kelsedolk Barrow",2
"Terrain_rock_BM_34","Interior","Solstheim, Kolbjorn Barrow",2
"Terrain_rock_BM_34","Interior","Solstheim, Lukesturm Barrow",2
"Terrain_rock_BM_34","Interior","Solstheim, Skogsdrake Barrow",2
"Terrain_rock_BM_34","Interior","Solstheim, Stormpfund Barrow",2
"Terrain_rock_BM_34","Interior","Solstheim, Tombs of Skaalara",8
"Terrain_rock_BM_34","Interior","Solstheim, Varstaad Caves",6
"Terrain_rock_BM_34","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_34","World","Felsaad Coast Region(-18,22)",2
"Terrain_rock_BM_34","World","Felsaad Coast Region(-18,23)",1
"Terrain_rock_BM_34","World","Felsaad Coast Region(-18,24)",3
"Terrain_rock_BM_34","World","Felsaad Coast Region(-18,25)",3
"Terrain_rock_BM_34","World","Felsaad Coast Region(-19,26)",3
"Terrain_rock_BM_34","World","Felsaad Coast Region(-20,24)",2
"Terrain_rock_BM_34","World","Felsaad Coast Region(-21,24)",1
"Terrain_rock_BM_34","World","Felsaad Coast Region(-21,25)",1
"Terrain_rock_BM_34","World","Felsaad Coast Region(-21,26)",1
"Terrain_rock_BM_34","World","Fort Frostmoth(-22,16)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-18,18)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-19,17)",3
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-19,18)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-20,17)",3
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-20,18)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-21,17)",2
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-21,18)",4
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-22,18)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-23,15)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-23,16)",2
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-23,17)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-23,18)",3
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-24,16)",3
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-24,17)",3
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-24,18)",2
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-25,17)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-25,18)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-25,20)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-26,18)",1
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-26,19)",2
"Terrain_rock_BM_34","World","Hirstaang Forest Region(-26,20)",2
"Terrain_rock_BM_34","World","Isinfier Plains Region(-18,20)",2
"Terrain_rock_BM_34","World","Isinfier Plains Region(-18,21)",2
"Terrain_rock_BM_34","World","Isinfier Plains Region(-19,19)",5
"Terrain_rock_BM_34","World","Isinfier Plains Region(-19,20)",1
"Terrain_rock_BM_34","World","Isinfier Plains Region(-20,19)",1
"Terrain_rock_BM_34","World","Isinfier Plains Region(-21,19)",2
"Terrain_rock_BM_34","World","Isinfier Plains Region(-21,20)",4
"Terrain_rock_BM_34","World","Isinfier Plains Region(-21,21)",2
"Terrain_rock_BM_34","World","Isinfier Plains Region(-21,22)",4
"Terrain_rock_BM_34","World","Isinfier Plains Region(-22,23)",1
"Terrain_rock_BM_34","World","Isinfier Plains Region(-22,24)",1
"Terrain_rock_BM_34","World","Isinfier Plains Region(-23,22)",1
"Terrain_rock_BM_34","World","Isinfier Plains Region(-25,21)",1
"Terrain_rock_BM_34","World","Isinfier Plains Region(-25,22)",2
"Terrain_rock_BM_34","World","Isinfier Plains Region(-26,21)",1
"Terrain_rock_BM_34","World","Isinfier Plains Region(-26,22)",2
"Terrain_rock_BM_34","World","Isinfier Plains Region(-27,21)",1
"Terrain_rock_BM_34","World","Moesring Mountains Region(-27,23)",1
"Terrain_rock_BM_34","World","Skaal Village(-20,26)",1
"Terrain_rock_BM_34","World","Solstheim, Gyldenhul Barrow Entrance(-17,24)",2
"Terrain_rock_BM_34","World","Solstheim, Hvitkald Peak(-25,23)",1
"Terrain_rock_BM_34","World","Solstheim, Lake Fjalding(-20,23)",1
"Terrain_rock_BM_34","World","Solstheim, Lake Fjalding(-21,23)",1
"Terrain_rock_BM_34","World","Solstheim, Thormoor's Watch(-27,22)",2
"Terrain_rock_BM_35","Interior","Solstheim, Bloodskal Barrow",2
"Terrain_rock_BM_35","Interior","Solstheim, Cave of Hidden Music",2
"Terrain_rock_BM_35","Interior","Solstheim, Chamber of Song",1
"Terrain_rock_BM_35","Interior","Solstheim, Connorflenge Barrow",2
"Terrain_rock_BM_35","Interior","Solstheim, Eddard Barrow",2
"Terrain_rock_BM_35","Interior","Solstheim, Frosselmane Barrow",2
"Terrain_rock_BM_35","Interior","Solstheim, Gandrung Caverns",4
"Terrain_rock_BM_35","Interior","Solstheim, Glenschul's Tomb",2
"Terrain_rock_BM_35","Interior","Solstheim, Himmelhost Barrow",2
"Terrain_rock_BM_35","Interior","Solstheim, Jolgeirr Barrow",1
"Terrain_rock_BM_35","Interior","Solstheim, Kelsedolk Barrow",1
"Terrain_rock_BM_35","Interior","Solstheim, Kolbjorn Barrow",2
"Terrain_rock_BM_35","Interior","Solstheim, Lukesturm Barrow",2
"Terrain_rock_BM_35","Interior","Solstheim, Skogsdrake Barrow",2
"Terrain_rock_BM_35","Interior","Solstheim, Stormpfund Barrow",2
"Terrain_rock_BM_35","Interior","Solstheim, Tombs of Skaalara",5
"Terrain_rock_BM_35","Interior","Solstheim, Varstaad Caves",3
"Terrain_rock_BM_35","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_35","World","Felsaad Coast Region(-18,22)",3
"Terrain_rock_BM_35","World","Felsaad Coast Region(-18,23)",1
"Terrain_rock_BM_35","World","Felsaad Coast Region(-18,24)",5
"Terrain_rock_BM_35","World","Felsaad Coast Region(-18,25)",5
"Terrain_rock_BM_35","World","Felsaad Coast Region(-18,26)",1
"Terrain_rock_BM_35","World","Felsaad Coast Region(-19,26)",2
"Terrain_rock_BM_35","World","Felsaad Coast Region(-20,24)",1
"Terrain_rock_BM_35","World","Felsaad Coast Region(-21,24)",3
"Terrain_rock_BM_35","World","Felsaad Coast Region(-21,25)",1
"Terrain_rock_BM_35","World","Felsaad Coast Region(-21,26)",4
"Terrain_rock_BM_35","World","Felsaad Coast Region(-21,27)",1
"Terrain_rock_BM_35","World","Fort Frostmoth(-22,16)",1
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-18,18)",2
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-19,17)",4
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-19,18)",1
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-20,17)",6
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-20,18)",1
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-21,17)",2
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-23,16)",3
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-23,18)",1
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-24,16)",3
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-24,17)",3
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-24,18)",3
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-25,17)",1
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-25,18)",1
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-25,20)",1
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-26,18)",2
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-26,19)",1
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-26,20)",2
"Terrain_rock_BM_35","World","Hirstaang Forest Region(-27,19)",1
"Terrain_rock_BM_35","World","Isinfier Plains Region(-18,20)",1
"Terrain_rock_BM_35","World","Isinfier Plains Region(-18,21)",3
"Terrain_rock_BM_35","World","Isinfier Plains Region(-19,19)",3
"Terrain_rock_BM_35","World","Isinfier Plains Region(-19,20)",5
"Terrain_rock_BM_35","World","Isinfier Plains Region(-20,20)",2
"Terrain_rock_BM_35","World","Isinfier Plains Region(-20,22)",1
"Terrain_rock_BM_35","World","Isinfier Plains Region(-21,19)",3
"Terrain_rock_BM_35","World","Isinfier Plains Region(-21,20)",6
"Terrain_rock_BM_35","World","Isinfier Plains Region(-21,21)",4
"Terrain_rock_BM_35","World","Isinfier Plains Region(-21,22)",4
"Terrain_rock_BM_35","World","Isinfier Plains Region(-22,23)",3
"Terrain_rock_BM_35","World","Isinfier Plains Region(-22,24)",4
"Terrain_rock_BM_35","World","Isinfier Plains Region(-23,22)",4
"Terrain_rock_BM_35","World","Isinfier Plains Region(-25,21)",2
"Terrain_rock_BM_35","World","Isinfier Plains Region(-25,22)",2
"Terrain_rock_BM_35","World","Isinfier Plains Region(-26,21)",4
"Terrain_rock_BM_35","World","Isinfier Plains Region(-26,22)",2
"Terrain_rock_BM_35","World","Isinfier Plains Region(-27,21)",1
"Terrain_rock_BM_35","World","Moesring Mountains Region(-22,25)",2
"Terrain_rock_BM_35","World","Moesring Mountains Region(-27,23)",1
"Terrain_rock_BM_35","World","Raven Rock(-25,19)",3
"Terrain_rock_BM_35","World","Skaal Village(-20,26)",3
"Terrain_rock_BM_35","World","Solstheim, Gyldenhul Barrow Entrance(-17,24)",2
"Terrain_rock_BM_35","World","Solstheim, Hvitkald Peak(-25,23)",3
"Terrain_rock_BM_35","World","Solstheim, Lake Fjalding(-20,23)",2
"Terrain_rock_BM_35","World","Solstheim, Lake Fjalding(-21,23)",3
"Terrain_rock_BM_35","World","Solstheim, Thormoor's Watch(-27,22)",4
"Terrain_rock_BM_36","World","Isinfier Plains Region(-20,21)",1
"Terrain_rock_BM_36","World","Isinfier Plains Region(-21,21)",1
"Terrain_rock_BM_36","World","Isinfier Plains Region(-22,21)",1
"Terrain_rock_BM_36","World","Isinfier Plains Region(-22,23)",1
"Terrain_rock_BM_36","World","Isinfier Plains Region(-24,21)",1
"Terrain_rock_BM_36","World","Isinfier Plains Region(-25,21)",1
"Terrain_rock_BM_36","World","Solstheim, Altar of Thrond(-23,23)",1
"Terrain_rock_BM_36","World","Solstheim, Lake Fjalding(-21,23)",1
"Terrain_rock_BM_37","World","Isinfier Plains Region(-20,21)",1
"Terrain_rock_BM_37","World","Isinfier Plains Region(-21,21)",1
"Terrain_rock_BM_37","World","Isinfier Plains Region(-22,21)",1
"Terrain_rock_BM_37","World","Isinfier Plains Region(-22,23)",1
"Terrain_rock_BM_37","World","Isinfier Plains Region(-24,21)",1
"Terrain_rock_BM_37","World","Isinfier Plains Region(-25,21)",1
"Terrain_rock_BM_37","World","Solstheim, Altar of Thrond(-23,23)",1
"Terrain_rock_BM_37","World","Solstheim, Lake Fjalding(-21,23)",1
"Terrain_rock_BM_38","Interior","Solstheim, Cave of Hidden Music",1
"Terrain_rock_BM_38","Interior","Solstheim, Chamber of Song",1
"Terrain_rock_BM_38","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_38","World","Isinfier Plains Region(-19,21)",1
"Terrain_rock_BM_38","World","Isinfier Plains Region(-24,21)",1
"Terrain_rock_BM_38","World","Isinfier Plains Region(-24,23)",1
"Terrain_rock_BM_39","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_39","World","Felsaad Coast Region(-18,24)",1
"Terrain_rock_BM_39","World","Isinfier Plains Region(-21,21)",1
"Terrain_rock_BM_39","World","Isinfier Plains Region(-24,23)",1
"Terrain_rock_BM_40","Interior","Solstheim, Cave of Hidden Music",2
"Terrain_rock_BM_40","Interior","Solstheim, Chamber of Song",4
"Terrain_rock_BM_40","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_40","World","Felsaad Coast Region(-18,24)",1
"Terrain_rock_BM_40","World","Felsaad Coast Region(-19,22)",2
"Terrain_rock_BM_40","World","Hirstaang Forest Region(-20,18)",1
"Terrain_rock_BM_40","World","Hirstaang Forest Region(-23,16)",1
"Terrain_rock_BM_40","World","Hirstaang Forest Region(-23,17)",1
"Terrain_rock_BM_40","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_40","World","Hirstaang Forest Region(-24,16)",1
"Terrain_rock_BM_40","World","Isinfier Plains Region(-24,22)",1
"Terrain_rock_BM_40","World","Moesring Mountains Region(-22,25)",1
"Terrain_rock_BM_40","World","Solstheim, Brodir Grove(-23,20)",1
"Terrain_rock_BM_40","World","Thirsk(-19,23)",1
"Terrain_rock_BM_41","Interior","Solstheim, Cave of Hidden Music",3
"Terrain_rock_BM_41","Interior","Solstheim, Chamber of Song",1
"Terrain_rock_BM_41","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_41","World","Felsaad Coast Region(-18,22)",1
"Terrain_rock_BM_41","World","Felsaad Coast Region(-18,24)",1
"Terrain_rock_BM_41","World","Felsaad Coast Region(-19,22)",3
"Terrain_rock_BM_41","World","Fort Frostmoth(-22,16)",1
"Terrain_rock_BM_41","World","Hirstaang Forest Region(-18,17)",1
"Terrain_rock_BM_41","World","Hirstaang Forest Region(-20,17)",1
"Terrain_rock_BM_41","World","Hirstaang Forest Region(-20,18)",1
"Terrain_rock_BM_41","World","Hirstaang Forest Region(-21,17)",1
"Terrain_rock_BM_41","World","Hirstaang Forest Region(-23,17)",1
"Terrain_rock_BM_41","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_41","World","Hirstaang Forest Region(-24,16)",1
"Terrain_rock_BM_41","World","Isinfier Plains Region(-24,22)",3
"Terrain_rock_BM_41","World","Moesring Mountains Region(-22,25)",2
"Terrain_rock_BM_42","Interior","Solstheim, Cave of Hidden Music",1
"Terrain_rock_BM_42","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_42","World","Felsaad Coast Region(-18,24)",1
"Terrain_rock_BM_42","World","Felsaad Coast Region(-19,22)",1
"Terrain_rock_BM_42","World","Fort Frostmoth(-22,16)",1
"Terrain_rock_BM_42","World","Hirstaang Forest Region(-20,18)",1
"Terrain_rock_BM_42","World","Hirstaang Forest Region(-23,16)",1
"Terrain_rock_BM_42","World","Hirstaang Forest Region(-23,17)",1
"Terrain_rock_BM_42","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_42","World","Hirstaang Forest Region(-24,16)",1
"Terrain_rock_BM_42","World","Isinfier Plains Region(-24,22)",2
"Terrain_rock_BM_42","World","Moesring Mountains Region(-22,25)",2
"Terrain_rock_BM_43","Interior","Solstheim, Cave of Hidden Music",2
"Terrain_rock_BM_43","Interior","Solstheim, Chamber of Song",1
"Terrain_rock_BM_43","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_43","World","Felsaad Coast Region(-18,24)",1
"Terrain_rock_BM_43","World","Felsaad Coast Region(-19,22)",1
"Terrain_rock_BM_43","World","Fort Frostmoth(-22,16)",1
"Terrain_rock_BM_43","World","Hirstaang Forest Region(-20,18)",1
"Terrain_rock_BM_43","World","Hirstaang Forest Region(-23,16)",1
"Terrain_rock_BM_43","World","Hirstaang Forest Region(-23,17)",1
"Terrain_rock_BM_43","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_43","World","Hirstaang Forest Region(-24,16)",1
"Terrain_rock_BM_43","World","Isinfier Plains Region(-24,22)",2
"Terrain_rock_BM_43","World","Moesring Mountains Region(-22,25)",2
"Terrain_rock_BM_43","World","Solstheim, Altar of Thrond(-23,23)",2
"Terrain_rock_BM_44","Interior","Solstheim, Cave of Hidden Music",2
"Terrain_rock_BM_44","Interior","Solstheim, Chamber of Song",1
"Terrain_rock_BM_44","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_44","World","Felsaad Coast Region(-18,24)",1
"Terrain_rock_BM_44","World","Felsaad Coast Region(-19,22)",2
"Terrain_rock_BM_44","World","Hirstaang Forest Region(-18,17)",1
"Terrain_rock_BM_44","World","Hirstaang Forest Region(-20,17)",1
"Terrain_rock_BM_44","World","Hirstaang Forest Region(-20,18)",1
"Terrain_rock_BM_44","World","Hirstaang Forest Region(-21,17)",1
"Terrain_rock_BM_44","World","Hirstaang Forest Region(-23,16)",1
"Terrain_rock_BM_44","World","Hirstaang Forest Region(-23,17)",1
"Terrain_rock_BM_44","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_44","World","Hirstaang Forest Region(-24,16)",1
"Terrain_rock_BM_44","World","Isinfier Plains Region(-24,22)",1
"Terrain_rock_BM_44","World","Moesring Mountains Region(-22,25)",1
"Terrain_rock_BM_44","World","Thirsk(-19,23)",1
"Terrain_rock_BM_45","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_45","World","Hirstaang Forest Region(-23,16)",2
"Terrain_rock_BM_45","World","Hirstaang Forest Region(-24,16)",1
"Terrain_rock_BM_45","World","Solstheim, Altar of Thrond(-23,23)",1
"Terrain_rock_BM_46","Interior","Solstheim, Cave of Hidden Music",3
"Terrain_rock_BM_46","Interior","Solstheim, Chamber of Song",2
"Terrain_rock_BM_46","Interior","Solstheim, Gandrung Caverns",1
"Terrain_rock_BM_46","World","Felsaad Coast Region(-17,25)",1
"Terrain_rock_BM_46","World","Hirstaang Forest Region(-23,16)",1
"Terrain_rock_BM_46","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_46","World","Hirstaang Forest Region(-24,16)",1
"Terrain_rock_BM_47","Interior","Solstheim, Cave of Hidden Music",6
"Terrain_rock_BM_47","Interior","Solstheim, Chamber of Song",2
"Terrain_rock_BM_47","World","Felsaad Coast Region(-19,22)",2
"Terrain_rock_BM_47","World","Fort Frostmoth(-22,16)",1
"Terrain_rock_BM_47","World","Hirstaang Forest Region(-20,18)",1
"Terrain_rock_BM_47","World","Hirstaang Forest Region(-23,16)",1
"Terrain_rock_BM_47","World","Hirstaang Forest Region(-23,17)",1
"Terrain_rock_BM_47","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_47","World","Hirstaang Forest Region(-24,16)",1
"Terrain_rock_BM_47","World","Isinfier Plains Region(-24,22)",1
"Terrain_rock_BM_47","World","Moesring Mountains Region(-22,25)",1
"Terrain_rock_BM_47","World","Solstheim, Altar of Thrond(-23,23)",1
"Terrain_rock_BM_47","World","Solstheim, Gyldenhul Barrow Entrance(-17,24)",1
"Terrain_rock_BM_48","Interior","Solstheim, Bloodskal Barrow",1
"Terrain_rock_BM_48","Interior","Solstheim, Cave of Hidden Music",1
"Terrain_rock_BM_48","Interior","Solstheim, Chamber of Song",1
"Terrain_rock_BM_48","Interior","Solstheim, Frosselmane Barrow",1
"Terrain_rock_BM_48","Interior","Solstheim, Glenschul's Tomb",1
"Terrain_rock_BM_48","Interior","Solstheim, Gyldenhul Barrow",5
"Terrain_rock_BM_48","Interior","Solstheim, Jolgeirr Barrow",1
"Terrain_rock_BM_48","Interior","Solstheim, Kolbjorn Barrow",1
"Terrain_rock_BM_48","Interior","Solstheim, Lukesturm Barrow",1
"Terrain_rock_BM_48","Interior","Solstheim, Skogsdrake Barrow",1
"Terrain_rock_BM_48","Interior","Solstheim, Stormpfund Barrow",1
"Terrain_rock_BM_48","Interior","Solstheim, Tombs of Skaalara",1
"Terrain_rock_BM_48","Interior","Solstheim, Valbrandr Barrow",3
"Terrain_rock_BM_48","Interior","Solstheim, Varstaad Caves",1
"Terrain_rock_BM_48","World","Hirstaang Forest Region(-21,17)",2
"Terrain_rock_BM_48","World","Hirstaang Forest Region(-23,16)",3
"Terrain_rock_BM_48","World","Hirstaang Forest Region(-24,16)",3
"Terrain_rock_BM_48","World","Hirstaang Forest Region(-24,18)",1
"Terrain_rock_BM_48","World","Hirstaang Forest Region(-26,19)",1
"Terrain_rock_BM_48","World","Solstheim, Altar of Thrond(-23,23)",3
"Terrain_rock_BM_48","World","Solstheim, Gyldenhul Barrow Entrance(-17,24)",1
"Terrain_rock_BM_49","World","Hirstaang Forest Region(-21,17)",2
"Terrain_rock_BM_49","World","Hirstaang Forest Region(-23,16)",2
"Terrain_rock_BM_49","World","Hirstaang Forest Region(-24,16)",3
"Terrain_rock_BM_49","World","Hirstaang Forest Region(-24,18)",1
"Terrain_rock_BM_49","World","Solstheim, Gyldenhul Barrow Entrance(-17,24)",1
"Terrain_rock_BM_50","Interior","Solstheim, Cave of Hidden Music",1
"Terrain_rock_BM_50","Interior","Solstheim, Chamber of Song",1
"Terrain_rock_BM_50","World","Hirstaang Forest Region(-21,17)",1
"Terrain_rock_BM_50","World","Hirstaang Forest Region(-23,16)",1
"Terrain_rock_BM_50","World","Hirstaang Forest Region(-24,16)",3
"Terrain_rock_BM_50","World","Hirstaang Forest Region(-24,18)",1
"Terrain_rock_BM_50","World","Hirstaang Forest Region(-26,19)",1
"Terrain_rock_BM_50","World","Solstheim, Gyldenhul Barrow Entrance(-17,24)",1
"Terrain_rock_BM_51","Interior","Solstheim, Cave of Hidden Music",1
"Terrain_rock_BM_51","Interior","Solstheim, Chamber of Song",2
"Terrain_rock_BM_51","World","Felsaad Coast Region(-18,22)",1
"Terrain_rock_BM_51","World","Fort Frostmoth(-22,16)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-19,17)",3
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-19,18)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-20,17)",2
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-20,18)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-21,17)",2
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-21,18)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-22,18)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-22,19)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-23,15)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-23,16)",2
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-23,18)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-24,15)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-24,16)",2
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-24,17)",2
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-24,18)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-25,18)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-25,20)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-26,18)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-26,19)",1
"Terrain_rock_BM_51","World","Hirstaang Forest Region(-26,20)",2
"Terrain_rock_BM_51","World","Isinfier Plains Region(-19,19)",1
"Terrain_rock_BM_51","World","Isinfier Plains Region(-19,20)",2
"Terrain_rock_BM_51","World","Isinfier Plains Region(-21,19)",1
"Terrain_rock_BM_51","World","Isinfier Plains Region(-21,20)",2
"Terrain_rock_BM_51","World","Isinfier Plains Region(-26,21)",1
"Terrain_rock_BM_51","World","Isinfier Plains Region(-27,21)",1
"Terrain_rock_BM_51","World","Raven Rock(-24,19)",1
"Terrain_rock_BM_51","World","Solstheim, Brodir Grove(-23,20)",1
"Terrain_rock_BM_51","World","Solstheim, Gyldenhul Barrow Entrance(-17,24)",1
"Terrain_rock_BM_51","World","Solstheim, Thormoor's Watch(-27,22)",1
"Terrain_rock_BM_52","World","Hirstaang Forest Region(-24,16)",1
"Terrain_rock_BM_52","World","Isinfier Plains Region(-20,20)",1
"Terrain_rock_BM_53","World","Felsaad Coast Region(-18,22)",1
"Terrain_rock_BM_53","World","Felsaad Coast Region(-18,24)",1
"Terrain_rock_BM_53","World","Felsaad Coast Region(-18,25)",1
"Terrain_rock_BM_53","World","Felsaad Coast Region(-19,24)",2
"Terrain_rock_BM_53","World","Felsaad Coast Region(-19,25)",2
"Terrain_rock_BM_53","World","Felsaad Coast Region(-20,24)",1
"Terrain_rock_BM_53","World","Felsaad Coast Region(-21,24)",2
"Terrain_rock_BM_53","World","Felsaad Coast Region(-21,25)",2
"Terrain_rock_BM_53","World","Felsaad Coast Region(-21,26)",1
"Terrain_rock_BM_53","World","Isinfier Plains Region(-20,21)",4
"Terrain_rock_BM_53","World","Isinfier Plains Region(-20,22)",2
"Terrain_rock_BM_53","World","Isinfier Plains Region(-21,21)",1
"Terrain_rock_BM_53","World","Isinfier Plains Region(-22,21)",2
"Terrain_rock_BM_53","World","Isinfier Plains Region(-22,22)",2
"Terrain_rock_BM_53","World","Isinfier Plains Region(-22,24)",1
"Terrain_rock_BM_53","World","Isinfier Plains Region(-23,22)",1
"Terrain_rock_BM_53","World","Isinfier Plains Region(-23,24)",1
"Terrain_rock_BM_53","World","Isinfier Plains Region(-24,21)",2
"Terrain_rock_BM_53","World","Isinfier Plains Region(-24,23)",1
"Terrain_rock_BM_53","World","Isinfier Plains Region(-25,21)",3
"Terrain_rock_BM_53","World","Isinfier Plains Region(-25,22)",1
"Terrain_rock_BM_53","World","Isinfier Plains Region(-26,21)",1
"Terrain_rock_BM_53","World","Moesring Mountains Region(-23,25)",1
"Terrain_rock_BM_53","World","Skaal Village(-20,25)",1
"Terrain_rock_BM_53","World","Skaal Village(-20,26)",2
"Terrain_rock_BM_53","World","Solstheim, Altar of Thrond(-23,23)",1
"Terrain_rock_BM_53","World","Solstheim, Gyldenhul Barrow Entrance(-17,24)",1
"Terrain_rock_BM_53","World","Solstheim, Lake Fjalding(-21,23)",2
"Terrain_rock_BM_54","World","Felsaad Coast Region(-18,24)",1
"Terrain_rock_BM_54","World","Felsaad Coast Region(-19,24)",8
"Terrain_rock_BM_54","World","Felsaad Coast Region(-19,25)",8
"Terrain_rock_BM_54","World","Felsaad Coast Region(-19,26)",2
"Terrain_rock_BM_54","World","Felsaad Coast Region(-20,24)",6
"Terrain_rock_BM_54","World","Felsaad Coast Region(-21,24)",6
"Terrain_rock_BM_54","World","Felsaad Coast Region(-21,25)",6
"Terrain_rock_BM_54","World","Hirstaang Forest Region(-22,19)",4
"Terrain_rock_BM_54","World","Isinfier Plains Region(-20,21)",2
"Terrain_rock_BM_54","World","Isinfier Plains Region(-20,22)",1
"Terrain_rock_BM_54","World","Isinfier Plains Region(-21,21)",1
"Terrain_rock_BM_54","World","Isinfier Plains Region(-22,21)",3
"Terrain_rock_BM_54","World","Isinfier Plains Region(-22,24)",1
"Terrain_rock_BM_54","World","Isinfier Plains Region(-23,22)",1
"Terrain_rock_BM_54","World","Isinfier Plains Region(-23,24)",1
"Terrain_rock_BM_54","World","Isinfier Plains Region(-24,21)",1
"Terrain_rock_BM_54","World","Isinfier Plains Region(-24,23)",4
"Terrain_rock_BM_54","World","Isinfier Plains Region(-25,21)",1
"Terrain_rock_BM_54","World","Moesring Mountains Region(-22,25)",3
"Terrain_rock_BM_54","World","Moesring Mountains Region(-22,26)",3
"Terrain_rock_BM_54","World","Moesring Mountains Region(-23,25)",3
"Terrain_rock_BM_54","World","Moesring Mountains Region(-25,24)",1
"Terrain_rock_BM_54","World","Skaal Village(-20,25)",2
"Terrain_rock_BM_54","World","Skaal Village(-20,26)",2
"Terrain_rock_BM_54","World","Solstheim, Altar of Thrond(-23,23)",2
"Terrain_rock_BM_54","World","Solstheim, Gyldenhul Barrow Entrance(-17,24)",1
"Terrain_rock_BM_54","World","Solstheim, Hvitkald Peak(-25,23)",1
"Terrain_rock_BM_54","World","Solstheim, Lake Fjalding(-21,23)",1
