Reference, Cell Type, Cell Name, Count
"glass_bracer_right","Interior","Mournhold, Armory",1
"glass_pauldron_left","Interior","Mournhold, Armory",1
"glass_pauldron_right","Interior","Mournhold, Armory",1
"goblin caves","Interior","Old Mournhold: Armory Ruins",1
"goblin caves","Interior","Old Mournhold: Gedna Relvel's Tomb",1
"goblin_bruiser","Interior","Old Mournhold: Battlefield",2
"goblin_bruiser","Interior","Old Mournhold: Residential Ruins",1
"goblin_bruiser","Interior","Old Mournhold: Tears of Amun-Shae",3
"goblin_bruiser","Interior","Old Mournhold: Teran Hall",1
"goblin_bruiser","Interior","Old Mournhold: Teran Hall, East Bldg",1
"goblin_grunt","Interior","Old Mournhold: Abandoned Passageway",1
"goblin_grunt","Interior","Old Mournhold: Battlefield",1
"goblin_grunt","Interior","Old Mournhold: Residential Sewers",4
"goblin_grunt","Interior","Old Mournhold: Tears of Amun-Shae",3
"goblin_grunt","Interior","Old Mournhold: Teran Hall",2
"goblin_grunt","Interior","Old Mournhold: Teran Hall, East Bldg",1
"goblin_handler","Interior","Old Mournhold: Armory Ruins",2
"goblin_handler","Interior","Old Mournhold: Residential Ruins",1
"goblin_handler","Interior","Old Mournhold: Teran Hall",1
"goblin_handler","Interior","Old Mournhold: Teran Hall, East Bldg",1
"goblin_handler","Interior","Old Mournhold: West Sewers",4
"goblin_officer","Interior","Old Mournhold: Battlefield",3
"goblin_officer","Interior","Old Mournhold: Tears of Amun-Shae",1
"goblin_officer","Interior","Old Mournhold: Teran Hall",2
"goblin_officer","Interior","Old Mournhold: West Sewers",1
"goblin_warchief1","Interior","Old Mournhold: Tears of Amun-Shae",1
"goblin_warchief2","Interior","Old Mournhold: Tears of Amun-Shae",1
"golden saint","Interior","Norenen-dur, Citadel of Myn Dhrur",2
"golden saint_velas1","Interior","Mournhold, Velas Manor",1
"golden saint_velas2","Interior","Mournhold, Velas Manor",1
"green light_256","Interior","Old Mournhold: Bazaar Sewers",5
"green light_256","Interior","Old Mournhold: Palace Sewers",1
"green light_256","Interior","Old Mournhold: Residential Ruins",1
"green light_256","Interior","Old Mournhold: Temple Sewers East",8
"green light_256","Interior","Old Mournhold: Temple Sewers West",6
"gureryne selvilo","Interior","Mournhold, Great Bazaar",1
"hammer_repair","Interior","Bamz-Amschend, Hall of Winds",2
"hammer_repair","Interior","Bamz-Amschend, Radac's Forge",3
"helm_bearclaw_unique_x","Interior","Mournhold, Museum of Artifacts",1
"hels_assassin1","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"hels_assassin2","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"hels_assassin3","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"hession","Interior","Mournhold, The Winged Guar",1
"high_pockets","Interior","Mournhold, Godsreach",1
"holmar","Interior","Mournhold, The Winged Guar",1
"hunger","Interior","Norenen-dur, Citadel of Myn Dhrur",1
"ignatius_flaccus","Interior","Mournhold, Ignatius Flaccus' House",1
"ignatius_flaccus2","Interior","Mournhold, Ignatius Flaccus' House",1
"ilnori_faustus","Interior","Mournhold, Craftsmen's Hall",1
"imperial boots","Interior","Mournhold, Thendas Manor",1
"imperial broadsword","Interior","Mournhold, Thendas Manor",1
"imperial guard captain","Interior","Mournhold, Royal Palace: Legion Depot",1
"imperial helmet armor","Interior","Mournhold, Thendas Manor",1
"imperial shield","Interior","Mournhold, Thendas Manor",1
"imperial shortsword","Interior","Mournhold, Craftsmen's Hall",1
"imperial_chain_cuirass","Interior","Mournhold, Craftsmen's Hall",1
"imperial_chain_greaves","Interior","Mournhold, Craftsmen's Hall",1
"imperial_chain_pauldron_left","Interior","Mournhold, Craftsmen's Hall",1
"imperial_chain_pauldron_right","Interior","Mournhold, Craftsmen's Hall",1
"imperial_studded_cuirass","Interior","Mournhold, Great Bazaar",1
"in_MH_3way_01","Interior","Mournhold Temple: Hall of Ministry",2
"in_MH_3way_01","Interior","Mournhold Temple: Infirmary",3
"in_MH_3way_01","Interior","Mournhold Temple: Office of the Lord Archcanon",3
"in_MH_4way_01","Interior","Mournhold, Craftsmen's Hall",2
"in_MH_cap_01","Interior","Mournhold Temple: Hall of Ministry",1
"in_MH_cap_01","Interior","Mournhold Temple: Infirmary",1
"in_MH_cap_01","Interior","Mournhold Temple: Office of the Lord Archcanon",1
"in_MH_corner_01","Interior","Mournhold Temple: Hall of Ministry",6
"in_MH_corner_01","Interior","Mournhold Temple: Infirmary",4
"in_MH_corner_01","Interior","Mournhold Temple: Office of the Lord Archcanon",4
"in_MH_corner_01","Interior","Mournhold, Royal Palace: Guards' Quarters",1
"in_MH_corner_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",1
"in_MH_corner_01","Interior","Mournhold, Royal Palace: Legion Depot",1
"in_MH_corner_01","Interior","Mournhold, Royal Palace: Reception Area",1
"in_MH_doorjamb_01","Interior","Mournhold, Andoren Manor",1
"in_MH_doorjamb_01","Interior","Mournhold, Armory",1
"in_MH_doorjamb_01","Interior","Mournhold, Bookseller",1
"in_MH_doorjamb_01","Interior","Mournhold, Clothier",1
"in_MH_doorjamb_01","Interior","Mournhold, Craftsmen's Hall",1
"in_MH_doorjamb_01","Interior","Mournhold, Geon Auline's House",1
"in_MH_doorjamb_01","Interior","Mournhold, Ignatius Flaccus' House",1
"in_MH_doorjamb_01","Interior","Mournhold, Llethan Manor",1
"in_MH_doorjamb_01","Interior","Mournhold, Magic Shop",1
"in_MH_doorjamb_01","Interior","Mournhold, Museum of Artifacts",1
"in_MH_doorjamb_01","Interior","Mournhold, Pawnbroker",1
"in_MH_doorjamb_01","Interior","Mournhold, Royal Palace: Guards' Quarters",2
"in_MH_doorjamb_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",1
"in_MH_doorjamb_01","Interior","Mournhold, Royal Palace: Legion Depot",2
"in_MH_doorjamb_01","Interior","Mournhold, Royal Palace: Reception Area",1
"in_MH_doorjamb_01","Interior","Mournhold, Sadri Manor",1
"in_MH_doorjamb_01","Interior","Mournhold, The Winged Guar",2
"in_MH_doorjamb_01","Interior","Mournhold, Thendas Manor",1
"in_MH_doorjamb_01","Interior","Mournhold, Trader",1
"in_MH_doorjamb_01","Interior","Mournhold, Vacant Manor",1
"in_MH_doorjamb_01","Interior","Mournhold, Velas Manor",1
"in_MH_doorjamb_02","Interior","Mournhold Temple: Basement",2
"in_MH_doorjamb_02","Interior","Mournhold Temple: Hall of Ministry",5
"in_MH_doorjamb_02","Interior","Mournhold Temple: Infirmary",4
"in_MH_doorjamb_02","Interior","Mournhold Temple: Office of the Lord Archcanon",4
"in_MH_doorjamb_02","Interior","Mournhold, Craftsmen's Hall",3
"in_MH_doorjamb_02","Interior","Mournhold, Ignatius Flaccus' House",1
"in_MH_doorjamb_02","Interior","Mournhold, Llethan Manor",3
"in_MH_doorjamb_02","Interior","Mournhold, Royal Palace Throne Room",2
"in_MH_doorjamb_02","Interior","Mournhold, Royal Palace: Barenziah's Chambers",3
"in_MH_doorjamb_02","Interior","Mournhold, Royal Palace: Basement",1
"in_MH_doorjamb_02","Interior","Mournhold, Royal Palace: Guards' Quarters",4
"in_MH_doorjamb_02","Interior","Mournhold, Royal Palace: Helseth's Chambers",2
"in_MH_doorjamb_02","Interior","Mournhold, Royal Palace: Imperial Cult Services",4
"in_MH_doorjamb_02","Interior","Mournhold, Royal Palace: Jail",7
"in_MH_doorjamb_02","Interior","Mournhold, Royal Palace: Legion Depot",3
"in_MH_doorjamb_02","Interior","Mournhold, Royal Palace: Reception Area",5
"in_MH_doorjamb_02","Interior","Mournhold, The Winged Guar",3
"in_MH_doorjamb_02","Interior","Mournhold, Velas Manor",1
"in_MH_hall_01","Interior","Mournhold Temple: Basement",2
"in_MH_hall_01","Interior","Mournhold Temple: Infirmary",2
"in_MH_hall_01","Interior","Mournhold Temple: Office of the Lord Archcanon",2
"in_MH_hall_01","Interior","Mournhold, Royal Palace Throne Room",4
"in_MH_hall_01","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"in_MH_hall_01","Interior","Mournhold, Royal Palace: Guards' Quarters",11
"in_MH_hall_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",9
"in_MH_hall_01","Interior","Mournhold, Royal Palace: Jail",6
"in_MH_hall_01","Interior","Mournhold, Royal Palace: Legion Depot",11
"in_MH_hall_01","Interior","Mournhold, Royal Palace: Reception Area",9
"in_MH_int_center_01","Interior","Mournhold Temple: Basement",4
"in_MH_int_center_01","Interior","Mournhold Temple: Hall of Ministry",4
"in_MH_int_center_01","Interior","Mournhold Temple: Infirmary",1
"in_MH_int_center_01","Interior","Mournhold Temple: Office of the Lord Archcanon",1
"in_MH_int_center_01","Interior","Mournhold, Andoren Manor",1
"in_MH_int_center_01","Interior","Mournhold, Armory",1
"in_MH_int_center_01","Interior","Mournhold, Bookseller",1
"in_MH_int_center_01","Interior","Mournhold, Clothier",1
"in_MH_int_center_01","Interior","Mournhold, Craftsmen's Hall",6
"in_MH_int_center_01","Interior","Mournhold, Geon Auline's House",1
"in_MH_int_center_01","Interior","Mournhold, Ignatius Flaccus' House",7
"in_MH_int_center_01","Interior","Mournhold, Llethan Manor",4
"in_MH_int_center_01","Interior","Mournhold, Magic Shop",1
"in_MH_int_center_01","Interior","Mournhold, Museum of Artifacts",10
"in_MH_int_center_01","Interior","Mournhold, Pawnbroker",1
"in_MH_int_center_01","Interior","Mournhold, Royal Palace: Barenziah's Chambers",2
"in_MH_int_center_01","Interior","Mournhold, Royal Palace: Basement",3
"in_MH_int_center_01","Interior","Mournhold, Royal Palace: Guards' Quarters",3
"in_MH_int_center_01","Interior","Mournhold, Royal Palace: Helseth's Chambers",1
"in_MH_int_center_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",2
"in_MH_int_center_01","Interior","Mournhold, Royal Palace: Legion Depot",3
"in_MH_int_center_01","Interior","Mournhold, Royal Palace: Reception Area",2
"in_MH_int_center_01","Interior","Mournhold, Sadri Manor",1
"in_MH_int_center_01","Interior","Mournhold, Secret Office",2
"in_MH_int_center_01","Interior","Mournhold, The Winged Guar",11
"in_MH_int_center_01","Interior","Mournhold, Thendas Manor",1
"in_MH_int_center_01","Interior","Mournhold, Trader",1
"in_MH_int_center_01","Interior","Mournhold, Vacant Manor",1
"in_MH_int_center_01","Interior","Mournhold, Velas Manor",5
"in_MH_int_column_01","Interior","Mournhold Temple: Basement",2
"in_MH_int_column_01","Interior","Mournhold Temple: Hall of Ministry",2
"in_MH_int_column_01","Interior","Mournhold, Craftsmen's Hall",6
"in_MH_int_column_01","Interior","Mournhold, Ignatius Flaccus' House",4
"in_MH_int_column_01","Interior","Mournhold, Royal Palace: Basement",4
"in_MH_int_column_01","Interior","Mournhold, Royal Palace: Guards' Quarters",2
"in_MH_int_column_01","Interior","Mournhold, Royal Palace: Jail",2
"in_MH_int_column_01","Interior","Mournhold, Royal Palace: Legion Depot",2
"in_MH_int_corner_01","Interior","Mournhold Temple: Basement",8
"in_MH_int_corner_01","Interior","Mournhold Temple: Hall of Ministry",8
"in_MH_int_corner_01","Interior","Mournhold Temple: Infirmary",4
"in_MH_int_corner_01","Interior","Mournhold Temple: Office of the Lord Archcanon",4
"in_MH_int_corner_01","Interior","Mournhold, Andoren Manor",8
"in_MH_int_corner_01","Interior","Mournhold, Armory",8
"in_MH_int_corner_01","Interior","Mournhold, Bookseller",8
"in_MH_int_corner_01","Interior","Mournhold, Clothier",8
"in_MH_int_corner_01","Interior","Mournhold, Craftsmen's Hall",16
"in_MH_int_corner_01","Interior","Mournhold, Geon Auline's House",8
"in_MH_int_corner_01","Interior","Mournhold, Ignatius Flaccus' House",12
"in_MH_int_corner_01","Interior","Mournhold, Llethan Manor",20
"in_MH_int_corner_01","Interior","Mournhold, Magic Shop",8
"in_MH_int_corner_01","Interior","Mournhold, Museum of Artifacts",8
"in_MH_int_corner_01","Interior","Mournhold, Pawnbroker",8
"in_MH_int_corner_01","Interior","Mournhold, Royal Palace: Barenziah's Chambers",4
"in_MH_int_corner_01","Interior","Mournhold, Royal Palace: Basement",12
"in_MH_int_corner_01","Interior","Mournhold, Royal Palace: Guards' Quarters",15
"in_MH_int_corner_01","Interior","Mournhold, Royal Palace: Helseth's Chambers",4
"in_MH_int_corner_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",15
"in_MH_int_corner_01","Interior","Mournhold, Royal Palace: Jail",5
"in_MH_int_corner_01","Interior","Mournhold, Royal Palace: Legion Depot",15
"in_MH_int_corner_01","Interior","Mournhold, Royal Palace: Reception Area",15
"in_MH_int_corner_01","Interior","Mournhold, Sadri Manor",8
"in_MH_int_corner_01","Interior","Mournhold, Secret Office",4
"in_MH_int_corner_01","Interior","Mournhold, The Winged Guar",20
"in_MH_int_corner_01","Interior","Mournhold, Thendas Manor",4
"in_MH_int_corner_01","Interior","Mournhold, Trader",8
"in_MH_int_corner_01","Interior","Mournhold, Vacant Manor",8
"in_MH_int_corner_01","Interior","Mournhold, Velas Manor",12
"in_MH_int_corner_02","Interior","Mournhold Temple: Basement",4
"in_MH_int_corner_02","Interior","Mournhold Temple: Hall of Ministry",4
"in_MH_int_corner_02","Interior","Mournhold, Andoren Manor",1
"in_MH_int_corner_02","Interior","Mournhold, Armory",1
"in_MH_int_corner_02","Interior","Mournhold, Bookseller",1
"in_MH_int_corner_02","Interior","Mournhold, Clothier",1
"in_MH_int_corner_02","Interior","Mournhold, Craftsmen's Hall",2
"in_MH_int_corner_02","Interior","Mournhold, Geon Auline's House",1
"in_MH_int_corner_02","Interior","Mournhold, Ignatius Flaccus' House",1
"in_MH_int_corner_02","Interior","Mournhold, Llethan Manor",1
"in_MH_int_corner_02","Interior","Mournhold, Magic Shop",1
"in_MH_int_corner_02","Interior","Mournhold, Museum of Artifacts",2
"in_MH_int_corner_02","Interior","Mournhold, Pawnbroker",1
"in_MH_int_corner_02","Interior","Mournhold, Royal Palace: Guards' Quarters",2
"in_MH_int_corner_02","Interior","Mournhold, Royal Palace: Imperial Cult Services",2
"in_MH_int_corner_02","Interior","Mournhold, Royal Palace: Jail",1
"in_MH_int_corner_02","Interior","Mournhold, Royal Palace: Legion Depot",2
"in_MH_int_corner_02","Interior","Mournhold, Royal Palace: Reception Area",2
"in_MH_int_corner_02","Interior","Mournhold, Sadri Manor",1
"in_MH_int_corner_02","Interior","Mournhold, The Winged Guar",3
"in_MH_int_corner_02","Interior","Mournhold, Trader",1
"in_MH_int_corner_02","Interior","Mournhold, Vacant Manor",1
"in_MH_int_corner_02","Interior","Mournhold, Velas Manor",1
"in_MH_int_corner_03","Interior","Mournhold, Craftsmen's Hall",8
"in_MH_int_corner_04","Interior","Mournhold, The Winged Guar",4
"in_MH_int_entrance_01","Interior","Mournhold Temple: Basement",2
"in_MH_int_entrance_01","Interior","Mournhold Temple: Hall of Ministry",4
"in_MH_int_entrance_01","Interior","Mournhold Temple: Infirmary",1
"in_MH_int_entrance_01","Interior","Mournhold Temple: Office of the Lord Archcanon",1
"in_MH_int_entrance_01","Interior","Mournhold, Andoren Manor",1
"in_MH_int_entrance_01","Interior","Mournhold, Armory",1
"in_MH_int_entrance_01","Interior","Mournhold, Bookseller",1
"in_MH_int_entrance_01","Interior","Mournhold, Clothier",1
"in_MH_int_entrance_01","Interior","Mournhold, Craftsmen's Hall",9
"in_MH_int_entrance_01","Interior","Mournhold, Geon Auline's House",1
"in_MH_int_entrance_01","Interior","Mournhold, Ignatius Flaccus' House",3
"in_MH_int_entrance_01","Interior","Mournhold, Llethan Manor",7
"in_MH_int_entrance_01","Interior","Mournhold, Magic Shop",1
"in_MH_int_entrance_01","Interior","Mournhold, Museum of Artifacts",1
"in_MH_int_entrance_01","Interior","Mournhold, Pawnbroker",1
"in_MH_int_entrance_01","Interior","Mournhold, Royal Palace: Barenziah's Chambers",2
"in_MH_int_entrance_01","Interior","Mournhold, Royal Palace: Basement",5
"in_MH_int_entrance_01","Interior","Mournhold, Royal Palace: Guards' Quarters",7
"in_MH_int_entrance_01","Interior","Mournhold, Royal Palace: Helseth's Chambers",2
"in_MH_int_entrance_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",7
"in_MH_int_entrance_01","Interior","Mournhold, Royal Palace: Jail",7
"in_MH_int_entrance_01","Interior","Mournhold, Royal Palace: Legion Depot",7
"in_MH_int_entrance_01","Interior","Mournhold, Royal Palace: Reception Area",7
"in_MH_int_entrance_01","Interior","Mournhold, Sadri Manor",1
"in_MH_int_entrance_01","Interior","Mournhold, The Winged Guar",8
"in_MH_int_entrance_01","Interior","Mournhold, Thendas Manor",1
"in_MH_int_entrance_01","Interior","Mournhold, Trader",1
"in_MH_int_entrance_01","Interior","Mournhold, Vacant Manor",1
"in_MH_int_entrance_01","Interior","Mournhold, Velas Manor",3
"in_MH_int_rail_01","Interior","Mournhold, Andoren Manor",1
"in_MH_int_rail_01","Interior","Mournhold, Armory",1
"in_MH_int_rail_01","Interior","Mournhold, Bookseller",1
"in_MH_int_rail_01","Interior","Mournhold, Clothier",1
"in_MH_int_rail_01","Interior","Mournhold, Craftsmen's Hall",2
"in_MH_int_rail_01","Interior","Mournhold, Geon Auline's House",1
"in_MH_int_rail_01","Interior","Mournhold, Ignatius Flaccus' House",1
"in_MH_int_rail_01","Interior","Mournhold, Llethan Manor",1
"in_MH_int_rail_01","Interior","Mournhold, Magic Shop",1
"in_MH_int_rail_01","Interior","Mournhold, Museum of Artifacts",2
"in_MH_int_rail_01","Interior","Mournhold, Pawnbroker",1
"in_MH_int_rail_01","Interior","Mournhold, Royal Palace: Guards' Quarters",1
"in_MH_int_rail_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",1
"in_MH_int_rail_01","Interior","Mournhold, Royal Palace: Legion Depot",1
"in_MH_int_rail_01","Interior","Mournhold, Royal Palace: Reception Area",1
"in_MH_int_rail_01","Interior","Mournhold, Sadri Manor",1
"in_MH_int_rail_01","Interior","Mournhold, The Winged Guar",1
"in_MH_int_rail_01","Interior","Mournhold, Trader",1
"in_MH_int_rail_01","Interior","Mournhold, Vacant Manor",1
"in_MH_int_rail_01","Interior","Mournhold, Velas Manor",1
"in_MH_int_stairs_01","Interior","Mournhold, Andoren Manor",1
"in_MH_int_stairs_01","Interior","Mournhold, Armory",1
"in_MH_int_stairs_01","Interior","Mournhold, Bookseller",1
"in_MH_int_stairs_01","Interior","Mournhold, Clothier",1
"in_MH_int_stairs_01","Interior","Mournhold, Craftsmen's Hall",2
"in_MH_int_stairs_01","Interior","Mournhold, Geon Auline's House",1
"in_MH_int_stairs_01","Interior","Mournhold, Ignatius Flaccus' House",1
"in_MH_int_stairs_01","Interior","Mournhold, Llethan Manor",1
"in_MH_int_stairs_01","Interior","Mournhold, Magic Shop",1
"in_MH_int_stairs_01","Interior","Mournhold, Museum of Artifacts",2
"in_MH_int_stairs_01","Interior","Mournhold, Pawnbroker",1
"in_MH_int_stairs_01","Interior","Mournhold, Royal Palace: Guards' Quarters",3
"in_MH_int_stairs_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",2
"in_MH_int_stairs_01","Interior","Mournhold, Royal Palace: Legion Depot",2
"in_MH_int_stairs_01","Interior","Mournhold, Royal Palace: Reception Area",3
"in_MH_int_stairs_01","Interior","Mournhold, Sadri Manor",1
"in_MH_int_stairs_01","Interior","Mournhold, The Winged Guar",2
"in_MH_int_stairs_01","Interior","Mournhold, Trader",1
"in_MH_int_stairs_01","Interior","Mournhold, Vacant Manor",1
"in_MH_int_stairs_01","Interior","Mournhold, Velas Manor",1
"in_MH_int_wall_01","Interior","Mournhold Temple: Basement",8
"in_MH_int_wall_01","Interior","Mournhold Temple: Hall of Ministry",6
"in_MH_int_wall_01","Interior","Mournhold Temple: Infirmary",3
"in_MH_int_wall_01","Interior","Mournhold Temple: Office of the Lord Archcanon",3
"in_MH_int_wall_01","Interior","Mournhold, Andoren Manor",4
"in_MH_int_wall_01","Interior","Mournhold, Armory",4
"in_MH_int_wall_01","Interior","Mournhold, Bookseller",4
"in_MH_int_wall_01","Interior","Mournhold, Clothier",4
"in_MH_int_wall_01","Interior","Mournhold, Craftsmen's Hall",17
"in_MH_int_wall_01","Interior","Mournhold, Geon Auline's House",4
"in_MH_int_wall_01","Interior","Mournhold, Ignatius Flaccus' House",12
"in_MH_int_wall_01","Interior","Mournhold, Llethan Manor",10
"in_MH_int_wall_01","Interior","Mournhold, Magic Shop",4
"in_MH_int_wall_01","Interior","Mournhold, Museum of Artifacts",13
"in_MH_int_wall_01","Interior","Mournhold, Pawnbroker",4
"in_MH_int_wall_01","Interior","Mournhold, Royal Palace: Barenziah's Chambers",4
"in_MH_int_wall_01","Interior","Mournhold, Royal Palace: Basement",7
"in_MH_int_wall_01","Interior","Mournhold, Royal Palace: Guards' Quarters",8
"in_MH_int_wall_01","Interior","Mournhold, Royal Palace: Helseth's Chambers",2
"in_MH_int_wall_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",4
"in_MH_int_wall_01","Interior","Mournhold, Royal Palace: Jail",1
"in_MH_int_wall_01","Interior","Mournhold, Royal Palace: Legion Depot",8
"in_MH_int_wall_01","Interior","Mournhold, Royal Palace: Reception Area",4
"in_MH_int_wall_01","Interior","Mournhold, Sadri Manor",4
"in_MH_int_wall_01","Interior","Mournhold, Secret Office",6
"in_MH_int_wall_01","Interior","Mournhold, The Winged Guar",18
"in_MH_int_wall_01","Interior","Mournhold, Thendas Manor",3
"in_MH_int_wall_01","Interior","Mournhold, Trader",4
"in_MH_int_wall_01","Interior","Mournhold, Vacant Manor",4
"in_MH_int_wall_01","Interior","Mournhold, Velas Manor",12
"in_MH_palace_room_01","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"in_MH_palace_room_01","Interior","Mournhold, Royal Palace: Helseth's Chambers",1
"in_MH_palacewin_01","Interior","Mournhold, Royal Palace Throne Room",6
"in_MH_stairs_01","Interior","Mournhold Temple: Basement",2
"in_MH_stairs_01","Interior","Mournhold Temple: Hall of Ministry",6
"in_MH_stairs_01","Interior","Mournhold Temple: Infirmary",2
"in_MH_stairs_01","Interior","Mournhold Temple: Office of the Lord Archcanon",2
"in_MH_temple_02","Interior","Mournhold Temple: Reception Area",1
"in_MH_temple_hall_01","Interior","Mournhold Temple: Hall of Ministry",2
"in_MH_temple_hall_01","Interior","Mournhold Temple: Infirmary",2
"in_MH_temple_hall_01","Interior","Mournhold Temple: Office of the Lord Archcanon",2
"in_MH_throne_room_01","Interior","Mournhold, Royal Palace Throne Room",1
"in_MH_wall_01","Interior","Mournhold, Craftsmen's Hall",10
"in_MH_wall_01","Interior","Mournhold, Royal Palace: Basement",4
"in_MH_wall_01","Interior","Mournhold, Royal Palace: Guards' Quarters",1
"in_MH_wall_01","Interior","Mournhold, Royal Palace: Jail",6
"in_MH_wall_01","Interior","Mournhold, Royal Palace: Legion Depot",2
"in_MH_wall_01","Interior","Mournhold, The Winged Guar",1
"in_MH_wall_01_sadri","Interior","Mournhold, Sadri Manor",1
"in_MH_window_01","Interior","Mournhold, Andoren Manor",3
"in_MH_window_01","Interior","Mournhold, Bookseller",1
"in_MH_window_01","Interior","Mournhold, Clothier",1
"in_MH_window_01","Interior","Mournhold, Craftsmen's Hall",7
"in_MH_window_01","Interior","Mournhold, Geon Auline's House",2
"in_MH_window_01","Interior","Mournhold, Ignatius Flaccus' House",2
"in_MH_window_01","Interior","Mournhold, Llethan Manor",6
"in_MH_window_01","Interior","Mournhold, Magic Shop",1
"in_MH_window_01","Interior","Mournhold, Museum of Artifacts",2
"in_MH_window_01","Interior","Mournhold, Sadri Manor",2
"in_MH_window_01","Interior","Mournhold, The Winged Guar",4
"in_MH_window_01","Interior","Mournhold, Trader",1
"in_MH_window_01","Interior","Mournhold, Vacant Manor",2
"in_MH_window_01","Interior","Mournhold, Velas Manor",8
"in_OM_Aquaduct","Interior","Old Mournhold: Manor District",1
"in_OM_Aquaduct","Interior","Old Mournhold: Moril Manor, Courtyard",1
"in_OM_Aquaduct","Interior","Old Mournhold: Temple Catacombs",4
"in_OM_connect_01","Interior","Old Mournhold: Gedna Relvel's Tomb",2
"in_OM_connect_01","Interior","Old Mournhold: Teran Hall",1
"in_OM_connect_01","Interior","Old Mournhold: Teran Hall, East Bldg",1
"in_OM_stone_ramp","Interior","Old Mournhold: Abandoned Crypt",3
"in_OM_stone_ramp","Interior","Old Mournhold: Armory Ruins",1
"in_OM_stone_ramp","Interior","Old Mournhold: Gedna Relvel's Tomb",3
"in_OM_stone_ramp","Interior","Old Mournhold: Manor District",2
"in_OM_stone_ramp","Interior","Old Mournhold: Moril Manor, Courtyard",5
"in_OM_stone_ramp","Interior","Old Mournhold: Tears of Amun-Shae",1
"in_OM_stone_ramp","Interior","Old Mournhold: Temple Crypt",1
"in_OM_stone_ramp","Interior","Old Mournhold: Temple Gardens",2
"in_OM_stone_ramp","Interior","Old Mournhold: Temple Sewers East",1
"in_OM_stone_ramp","Interior","Old Mournhold: Temple Sewers West",1
"in_OM_stone_ramp","Interior","Old Mournhold: Temple Shrine",1
"in_OM_stone_ramp02","Interior","Old Mournhold: Armory Ruins",1
"in_OM_stone_ramp02","Interior","Old Mournhold: Battlefield",2
"in_OM_stone_ramp02","Interior","Old Mournhold: Bazaar Sewers",1
"in_OM_stone_ramp02","Interior","Old Mournhold: Manor District",2
"in_OM_stone_ramp02","Interior","Old Mournhold: Residential Ruins",1
"in_OM_stone_ramp02","Interior","Old Mournhold: Temple Catacombs",1
"in_OM_stone_ramp02","Interior","Old Mournhold: Temple Gardens",1
"in_dae_door_01","Interior","Norenen-dur",3
"in_dae_door_01","Interior","Norenen-dur, Basilica of Divine Whispers",1
"in_dae_door_01","Interior","Norenen-dur, Citadel of Myn Dhrur",3
"in_dae_door_01","Interior","Norenen-dur, The Grand Stair",1
"in_dae_door_01","Interior","Norenen-dur, The Teeth that Gnash",1
"in_dae_door_01","Interior","Norenen-dur, The Wailingdelve",1
"in_dae_doorjamb_01","Interior","Norenen-dur",14
"in_dae_doorjamb_01","Interior","Norenen-dur, Basilica of Divine Whispers",1
"in_dae_doorjamb_01","Interior","Norenen-dur, Citadel of Myn Dhrur",3
"in_dae_doorjamb_01","Interior","Norenen-dur, The Grand Stair",2
"in_dae_doorjamb_01","Interior","Norenen-dur, The Teeth that Gnash",1
"in_dae_doorjamb_01","Interior","Norenen-dur, The Wailingdelve",1
"in_dae_doorjamb_load","Interior","Norenen-dur, The Grand Stair",1
"in_dae_hall_l_4way_01","Interior","Norenen-dur",3
"in_dae_hall_l_entry_01","Interior","Norenen-dur",6
"in_dae_hall_l_entry_01","Interior","Norenen-dur, Citadel of Myn Dhrur",1
"in_dae_hall_l_entry_01","Interior","Norenen-dur, The Grand Stair",1
"in_dae_hall_l_entry_01","Interior","Norenen-dur, The Wailingdelve",2
"in_dae_hall_l_stairs_01","Interior","Norenen-dur, The Wailingdelve",1
"in_dae_mezzanine_edge","Interior","Norenen-dur, Citadel of Myn Dhrur",24
"in_dae_mezzanine_edge","Interior","Norenen-dur, The Grand Stair",28
"in_dae_mezzanine_edge","Interior","Norenen-dur, The Teeth that Gnash",1
"in_dae_mezzanine_edge","Interior","Norenen-dur, The Wailingdelve",1
"in_dae_pillar_tall.max","Interior","Norenen-dur",12
"in_dae_pillar_tall.max","Interior","Norenen-dur, Basilica of Divine Whispers",10
"in_dae_pillar_tall.max","Interior","Norenen-dur, Citadel of Myn Dhrur",19
"in_dae_pillar_tall.max","Interior","Norenen-dur, The Grand Stair",32
"in_dae_pillar_tall.max","Interior","Norenen-dur, The Teeth that Gnash",17
"in_dae_platform_stairs","Interior","Norenen-dur",12
"in_dae_platform_stairs","Interior","Norenen-dur, Basilica of Divine Whispers",1
"in_dae_platform_stairs","Interior","Norenen-dur, Citadel of Myn Dhrur",13
